word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,iteration,stance,model
0.025360392,0.1900334,-0.2825662,-0.27393153,-0.315063,0.056854047,0.7250334,0.22071639,0.13477677,0.97410923,-0.11971824,0.5278259,-0.03362989,0.0,0.817232,0.0721641,0.178491,-0.048273362,-0.15413499,0.21163857,0.6019194,-0.69589144,-0.3560065,-0.06625996,0.48682714,0.49422616,0.075571366,0.0,0.0,0.0,0.0,0.0,0.05451788,0.03812088,0.15489902,0.0,0.0,0.0,0.0,0.023365889,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
0.084473595,0.1257178,0.015448084,-0.21919838,-0.24663144,0.19250053,-0.17096782,0.19872002,-0.42831564,-0.6563321,0.002810115,0.574908,-0.049817346,0.0,0.36124268,-0.069753766,-0.07437824,-0.0823981,-0.013375383,0.20222947,0.5918952,0.9849642,0.2934217,-0.5129715,0.2714371,0.32460284,-1.4767694,0.0,0.0,0.0,0.0,0.0,0.0063501485,0.043098025,0.20857713,0.0,0.0,0.0,0.0,0.0009123166,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.10862539,0.16321972,0.448184,0.073552944,0.009707157,-0.08653243,0.08529792,-0.08449566,0.079053074,-0.2432111,-0.062553436,-0.8168427,-0.027047835,0.0,-1.1372814,0.1633929,-0.09019787,-0.028146403,0.9070453,-0.12763183,-0.36488232,-0.61907464,-0.4409705,-0.6448948,0.4780517,0.36268333,0.18171485,0.0,0.0,0.0,0.0,0.0,0.0063501485,-0.13954362,0.17319307,0.0,0.0,0.0,0.0,-0.0036424529,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.5852426,-0.7628051,0.06461649,-0.07433303,-0.26523423,0.13884903,-0.2270684,-0.2838998,0.00017151982,-0.3910769,0.14010619,0.12811172,-0.12874721,0.0,-0.588303,0.030700574,-0.14143033,0.13945217,-0.12128943,-0.28792745,-0.30527502,-0.89779216,0.5842494,-0.63928366,0.43446386,-0.4863435,0.012341665,0.0,0.0,0.0,0.0,0.0,0.0063501485,0.016495671,0.07587973,0.0,0.0,0.0,0.0,-0.030599052,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
0.0961508,0.1403916,-0.2597492,-0.40768152,-0.43691632,-0.012290351,-0.06862615,0.29801178,0.27805424,-0.2640114,-0.18725081,0.31155634,-0.045695495,0.0,0.4615217,-0.17951708,-0.086131476,-0.035622098,0.042059883,0.18542522,-0.8653847,0.67549837,-0.511637,-0.14805192,0.55553454,0.63047665,0.24366237,0.0,0.0,0.0,0.0,0.0,-0.01837976,0.012170688,-0.26785997,0.0,0.0,0.0,0.0,0.0060702465,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
0.04450826,0.29340217,-0.4590193,-0.4263115,0.04392996,0.056557268,-0.21120203,-0.15686958,-0.3010667,-0.31653848,0.07164772,0.32415348,-0.043351952,0.0,0.42487314,-0.071279466,-0.14104187,0.27122504,0.07581892,-0.41544092,-0.47761708,1.1062679,-0.55081195,-0.048803866,0.5553748,-0.4241533,0.25372192,0.0,0.0,0.0,0.0,0.0,0.0063501485,0.03812088,0.26665443,0.0,0.0,0.0,0.0,0.01016815,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.14294314,0.15664561,-0.20179473,-0.48439157,0.028191905,-0.09428896,-0.12526782,-0.39511624,-0.17817657,-0.30186543,-0.20544457,-0.34335512,-0.034841366,0.0,-0.85296786,0.12565649,-0.06909351,0.114897355,-0.11896342,-0.2270017,-0.5190581,-0.5011156,-1.0731984,1.0699648,0.5717835,-0.37471953,0.4737764,0.0,0.0,0.0,0.0,0.0,0.0063501485,0.016397672,0.22595641,0.0,0.0,0.0,0.0,-0.026865184,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
0.0566154,0.10865432,-0.20846404,-0.070091695,0.16504452,-0.07759805,-0.20402795,-0.13175707,-0.40049472,-0.48726988,-0.019540861,0.31657153,-0.04166786,0.0,0.42456663,-0.06386541,-0.023086086,-0.25649065,-0.04913736,-0.5659011,-0.71862197,0.6327066,0.063087836,-0.52612966,0.30606824,-0.8374514,-1.4178988,0.0,0.0,0.0,0.0,0.0,0.0063501485,0.014934456,-0.40885666,0.0,0.0,0.0,0.0,-0.008141527,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.013063943,-0.61962795,0.6836234,0.16962059,0.05620808,-0.054363202,0.15001848,-0.09608908,0.045813985,-0.33753797,-0.14396593,0.17138748,-0.114981174,0.0,-0.9659492,-0.11139986,0.31781715,0.02293087,-0.053982288,-0.3597679,-0.7015642,-0.634022,-1.4602373,-0.21779427,-0.56502527,0.30659053,0.8566958,0.0,0.0,0.0,0.0,0.0,0.0063501485,-0.12589833,0.08799279,0.0,0.0,0.0,0.0,0.000777103,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.15537003,-0.5836137,0.24686576,-0.40784186,0.041755494,-0.073055394,-0.17543852,-0.28904152,-0.07268627,-0.469787,-0.030752523,-0.5067355,-0.19902922,0.0,-0.6646321,-0.18835801,0.2654415,-0.18359043,-0.23503064,0.0020532329,-0.51358587,-0.50627,-1.3214523,1.0395595,-0.7898955,0.17834555,0.6431731,0.0,0.0,0.0,0.0,0.0,0.0063501485,-0.12713057,0.17183423,0.0,0.0,0.0,0.0,0.057557184,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.13763107,-0.4058842,-0.2280273,-0.37160397,-0.22153147,0.11738598,-0.20275205,-0.2353105,-0.13553019,-0.21504055,-0.029815644,-0.6020087,-0.11992585,0.0,-0.83866864,-0.120535955,-0.072215855,0.079551384,0.8613338,-0.20930095,-0.50618416,-0.014410095,-0.88456005,-0.410023,0.19968447,-0.4799489,0.39089394,0.0,0.0,0.0,0.0,0.0,0.0063501485,-0.12713057,0.14285152,0.0,0.0,0.0,0.0,-0.019502755,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
0.061375555,0.14482248,-0.07049648,0.15415901,0.13068096,-0.10670495,0.49869734,0.16212063,-0.44945544,1.5261986,0.16757692,0.3645416,-0.040250473,0.0,1.0393796,0.04449133,0.01089051,-0.014917811,-0.059383653,0.23902784,0.36906487,-0.44218552,0.3116592,-0.08418289,-0.018479839,0.2741344,-0.71676856,0.0,0.0,0.0,0.0,0.0,0.05451788,0.014934456,-0.23685136,0.0,0.0,0.0,0.0,0.02226047,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
-0.46596813,-0.77396435,0.06637772,-0.4653164,0.085076645,-0.06929881,-0.14286992,-0.27150267,0.039065167,-0.43756765,-0.1516537,-0.59409946,-0.12874721,0.0,0.5655881,-0.14130084,-0.110240854,-0.081341535,-0.16238102,0.12809001,-0.5699712,-0.52845067,-0.96513337,-0.1714598,0.40550455,-0.06694109,0.04424884,0.0,0.0,0.0,0.0,0.0,-0.02921069,0.022539346,0.2282207,0.0,0.0,0.0,0.0,-0.02617599,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
0.08160892,0.17162317,-0.5156611,0.046319466,0.13412778,0.01365111,-0.21979335,0.1311929,-0.30946803,1.5314175,-0.024629332,0.33018807,-0.037861455,0.0,0.9156077,0.11915509,-0.06662458,-0.007111314,0.040286675,-0.034008674,-0.24598506,-0.04664346,-0.49601734,-0.12374784,0.51417935,0.7280319,-0.3505772,0.0,0.0,0.0,0.0,0.0,0.0063501485,0.014934456,-0.3346087,0.0,0.0,0.0,0.0,0.010989912,0.0,0.0,0.0,0.0,6,AGAINST,XGBoost
