word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio,iteration,stance,model
0.2453197,0.01299546,-0.0365453,-0.79531866,-0.02091191,-0.2964868,0.18423274,-0.079466015,0.17191356,0.020302288,-0.19581221,-0.1668185,-0.14942157,0.0,0.28168207,-0.7954915,-0.030602593,0.23697083,-0.26011312,0.2869964,-0.39456546,-0.041291878,1.290405,0.73090464,0.4344434,-0.70025504,0.32419872,0.0,0.0,0.14722581,0.057578843,0.0,0.007877342,0.01924966,0.15641034,0.0,0.0,0.0,0.0,-0.012242966,0.0,-0.014639821,0.0,0.0,8,FAVOR,XGBoost
-0.08147319,-0.01851682,0.008191254,-0.25789586,0.14550568,-0.14486326,-0.1280495,0.102194324,0.1568159,0.06294892,-0.19211197,0.21184562,-0.15506011,0.0,0.17852059,0.46676728,-0.15695652,-0.27527952,0.2866128,0.32440442,-0.3437975,0.33204898,1.2192855,0.73274,-0.1906163,-0.3284913,0.8036811,0.0,0.0,0.14722581,0.08732329,0.0,0.007795659,0.021009691,0.11164714,0.0,0.0,0.0,0.0,-0.0107471235,0.0,-0.014639821,0.0,0.0,8,FAVOR,XGBoost
-1.2084268,-0.023029597,0.34497377,0.15922964,-0.059059158,0.14506283,0.15125597,-0.2483156,0.5234603,0.18302865,-0.12415746,-0.09574564,-0.0871583,0.0,0.2965292,0.16317993,0.28964284,-0.24454953,-0.4744839,-0.14568451,0.21052785,0.19283655,0.8324047,0.62378573,-0.36157507,-0.8873384,-0.85343003,0.0,0.0,-0.00728333,0.05782718,0.0,0.0039133793,0.032486483,0.41349852,0.0,0.0,0.0,0.0,-0.014136684,0.0,-0.06779984,0.0,0.0,8,FAVOR,XGBoost
0.31955352,0.04564837,0.3915751,-0.20250633,0.0034387298,0.2736943,-0.065264806,0.111570075,0.2896578,0.06885164,-0.25236404,-0.100562856,0.8946651,0.0,0.26360458,-1.1529098,0.18092854,0.41377902,-0.46307418,-0.13201389,0.20993142,0.20652063,0.12180202,1.3343118,0.68025404,-0.3631806,1.0741941,0.0,0.0,-0.04792647,0.09484987,0.0,0.007877342,0.01924966,0.3664333,0.0,0.0,0.0,0.0,-0.013701547,0.0,-0.01898449,0.0,0.0,8,FAVOR,XGBoost
0.12587155,0.04564837,-0.063308135,0.26044095,-0.06418241,0.4626196,-0.13296226,0.17731598,0.15041748,0.17196773,-0.03465436,-0.050560527,0.1820401,0.0,-0.8319484,-0.36770505,0.10666358,0.29284838,0.575267,0.48799706,-0.2830443,0.39454624,-0.12810665,0.6458374,-0.2654749,0.5193015,-0.04449515,0.0,0.0,0.05214219,0.049761914,0.0,0.0065499474,0.03187828,-0.088430576,0.0,0.0,0.0,0.0,-0.016508482,0.0,-0.014639821,0.0,0.0,8,FAVOR,XGBoost
-0.9723391,0.01299546,0.15275492,0.8111461,-0.6986665,-0.40960106,-0.0060280897,0.16153258,0.5592547,0.20001587,-0.11798529,0.15061657,-0.30498162,0.0,0.121965766,-0.6013264,0.0457877,0.35898918,0.46716887,-0.36225814,-0.06997514,-0.27016902,-0.20622447,0.5254821,-0.2536091,-0.31324136,0.5235802,0.0,0.0,0.027510898,-0.16271217,0.0,0.004459926,0.023823418,-1.5432812,0.0,0.0,0.0,0.0,-0.016721657,0.0,-0.014639821,0.0,0.0,8,FAVOR,XGBoost
0.5831082,-0.06504293,0.14335558,-1.0429463,0.30480543,0.14916232,-0.16731018,-3.4319237e-05,0.3623686,-0.016615335,-0.10801849,-0.057764586,-0.14763898,0.0,0.11547716,0.36463293,0.38237008,-0.21966681,0.32593796,0.008867318,0.17121252,0.3721875,0.11629693,1.619167,-0.23698853,-0.5589899,0.4053577,0.0,0.0,-0.04792647,0.11103751,0.0,-0.19713962,0.01924966,0.43426594,0.0,0.0,0.0,0.0,-0.012878768,0.0,-0.014639821,0.0,0.0,8,FAVOR,XGBoost
-0.2947737,-0.023029597,0.06198906,-0.20773524,-0.0749822,0.12058109,-0.14164233,-0.035299543,0.24419284,-0.12390806,-0.10766585,-0.078710884,-0.11100064,0.0,0.25688866,-0.31828147,0.14627412,-0.22062978,0.34627947,-0.18134998,0.23882577,-0.14157645,1.0510998,0.5875813,-0.04044234,-0.6604155,-0.90265864,0.0,0.0,-0.04792647,0.040311653,0.0,0.0039263573,0.023823418,0.17604612,0.0,0.0,0.0,0.0,-0.014376837,0.0,-0.07093821,0.0,0.0,8,FAVOR,XGBoost
0.18094158,-0.023029597,-0.50149333,-0.7070146,-0.22025739,0.07887285,-0.17751962,-0.29173356,-0.45274472,-0.10213387,0.2343932,0.16213337,-0.13309145,0.0,0.13494295,-0.5935594,-0.46876997,-0.20268323,0.21815713,-0.12183607,-0.33296436,-0.112222135,-0.3071011,-1.7181306,-0.14548366,-0.08868676,-1.1846077,0.0,0.0,-0.014275158,-0.1591433,0.0,0.0021065453,0.0075426362,-0.03440874,0.0,0.0,0.0,0.0,-0.07064987,0.0,-0.083965,0.0,0.0,8,FAVOR,XGBoost
0.18076019,0.01299546,0.255045,0.61869156,0.054888524,-0.26351723,-0.035041824,-0.026372038,0.6516076,0.06541556,-0.22766677,-0.13952672,-0.1725555,0.0,0.2828058,-1.2336202,-0.018145282,0.42001587,-0.66264313,-0.14745037,0.1325811,-0.09926152,0.113576844,1.285038,-0.33149898,-0.48556134,0.7684767,0.0,0.0,-0.012883256,0.076629445,0.0,0.007877342,0.009286115,0.6590655,0.0,0.0,0.0,0.0,-0.013332095,0.0,-0.01898449,0.0,0.0,8,FAVOR,XGBoost
